cluster_id,claim,coverage,support,wisdom_score,x,y
19815,of the dog its bite is cured.,1,1,1.3,3.3422089,3.5538309
19816,Vino vendibili suspensa hedera non est opus.,1,1,1.3,-4.421307,9.677369
19817,"Translation: If near ink, you will be black, if near light, you will shine.",1,1,1.3,-0.6618451,-5.1716323
19818,beards the young barber learns his trade.,1,1,1.3,2.5402822,4.8277135
19819,"fillos criados, traballos dobrados.",1,1,1.3,0.14488405,8.674402
19820,"Ei se helevettikhän niin kuuma ole ku pappi sen saarnaa. (Kemi, Lapland) (KRA) The hell is not so hot as the priest claims. The man of virtue makes the difficulty to be overcome his first business, and success only a subsequent consideration. Confucius , Analects (~206 BC – 220 AD).",1,1,1.3,-0.059008144,1.9780092
19821,"Huumorin kukka on kaunein kukka. (Raahe, Northern Bothnia) (RRO) The flower of humour is the most beautiful flower.",1,1,1.3,-1.3333086,1.4884224
19822,NIN. nedeljne informativne novine . Politika.. 2005.,1,1,1.3,-0.46635768,8.142399
19823,"It is an old saying, 'A blow with a word strikes deeper than a blow with a sword:' and many men are as much galled with a calumny, a scurrilous and bitter jest, a libel, a pasquil, satire, apologue, epigram, stage-play or the like, as with any misfortune whatsoever.",1,1,1.3,6.469251,4.8742785
19824,"God keep me from my friends, from my enemies I will.",1,1,1.3,4.6199126,10.934341
19825,"A chi ti dÃ un porco, tu gli puoi ben dar una carbonata.",1,1,1.3,-4.0213265,10.3404665
19826,Avoid hang at one girdle..,1,1,1.3,8.502363,7.0267553
19827,"Loda il mar, e tienti alla terra.",1,1,1.3,-3.0403883,9.362185
19828,Translation: Good tree makes good fruit.,1,1,1.3,0.6739178,-5.240421
19829,"Avoid agtúdo, matuduán ámin a táo. When it rains, everyone gets wet (gifts must be given to all) Ibid..",1,1,1.3,8.258059,6.8644824
19830,and fine make but a slender doublet.,1,1,1.3,4.288257,1.4220206
19831,"Evil is no human, / but another is weaker than the other.",1,1,1.3,2.1033998,1.6816677
19832,Tyhjä kun käen pesä. (Ähtäri) (KVL) Empty like the cuckoo 's nest.,1,1,1.3,-2.4832206,0.7551698
19833,"Jos ei sauna ja viina ja terva auta, nin se tauti on kuolemaksi. (Hyvinkää, Uusimaa) (KRA) If sauna and booze and tarr do not help, the disease is deadly .",1,1,1.3,-0.4211956,2.2272003
19834,Bon nageur de nâÃªtre noyÃ© nâest pas sÃ»r.,1,1,1.3,-4.737592,6.287562
19835,"In hawks, hounds, arms, and love, for.",1,1,1.3,3.382703,6.037947
19836,Eijov vuolet veljeksiä. (Hollola) (PLK) The years aren't brothers .,1,1,1.3,-0.7109586,0.8385207
19837,Translation: Even a blind hen can find a grain.,1,1,1.3,-0.03137499,-5.2460985
19838,most friendly fortune trips up your heels.,1,1,1.3,4.445168,10.655781
19839,"And last of all, to end a household strife,.",1,1,1.3,3.3289928,5.956007
19840,Autant vaut bien battu que mal battu.,1,1,1.3,-3.9337575,7.356056
19841,"Weeping will follow a long delight , fart from laughing long.",1,1,1.3,2.529335,0.33658013
19842,Ära kanna vett merre! (EVS) Don't carry water to the sea!,1,1,1.3,5.751508,6.420808
19843,A bad excuse is better than none.,1,1,1.3,-0.7831469,-0.48370385
19844,"Chi ha danari da buttar via, metta gli operaj, e non vi stia.",1,1,1.3,9.957426,1.9973725
19845,"Au diable tant de maÃ®tres, dit le crapaud Ã la herse.",1,1,1.3,-2.9607623,7.130244
19846,"Rahat ja tavarat on pian juotu, mutta kerju sen on ko kestää. (Pori, Satakunta) (KRA) The money and fortune will be drunken up soon, but the begging goes on forever .",1,1,1.3,-0.4386224,2.0757005
19847,"We do not count a man's years, until he has nothing else to count.",1,1,1.3,4.5276732,4.15762
19848,"Älyä työ kysyy, akan otto ainakin. (Nilsiä, Savonia) (KRA) Work asks for intelligence, taking a woman at least.",1,1,1.3,-0.55125064,2.1993093
19849,"his pardon at the king's hand, who not only granted it,.",1,1,1.3,2.1847756,4.924651
19850,"Tieto lisää tuskaa. (Vantaa, Uusimaa) (RRO) Knowledge increases agony .",1,1,1.3,-0.69608,2.3153117
19851,Lyö kun vierasta sikkaa. (Ähtäri) (KVL) Beats like an unfamiliar pig .,1,1,1.3,-2.4970536,0.7086537
19852,"Täs tänään, kussa huomenna? (Ylihärmä, Southern Bothnia) (KNM) Here today , where tomorrow ?",1,1,1.3,-1.1011176,1.5774728
19853,show your teeth if you canât bite.,1,1,1.3,5.0980754,5.4958367
19854,Meaning: Adverse things are long lived.,1,1,1.3,-7.0166717,12.845008
19855,Un peu dâaide fait grand bien.,1,1,1.3,-4.2514944,6.658975
19856,"Wise men learn by others' harms, fools by their own,.",1,1,1.3,1.9654248,2.1576169
19857,Голь на вы́думку хитра́. Transliteration: Gol' na vydumku khitra. Translation: Poor people are crafty. Necessity is the mother of invention.,1,1,1.3,-2.077359,-5.4508843
19858,"No, jo se nyt myrkyn lykkäs. (Ähtäri) (KVL) Well, he/she really gave the poison .",1,1,1.3,-0.072344854,2.0429797
19859,"A friend is always delighted at your success, provided it doesn't exceed his own.",1,1,1.3,-7.895196,5.5678635
19860,"Ennen viikon syömättä, ennen ko lauantain saunatta. (Ingria, Toksova) (KRA) Rather one week without eating than Saturday without sauna.",1,1,1.3,7.0245757,4.7621255
19861,"Amen: Zu hor eta ni hemen. [ 1 ] Translation: Amen: you there and me here. ""The sad truth is that most evil is done by people who never made up their mind to be good or evil. "" Hannah Ardent, The Life Of The Mind (1978).",1,1,1.3,-0.050367344,-4.472727
19862,"pinyin: fēng xiàng biàn shí, yǒu rén jìng qiáng, yǒu rén zào fēng chē.",1,1,1.3,1.7853701,7.7009206
19863,"Äly hoi älä jätä, ymmärrys älä petäǃ (Nivala, Northern Bothnia) (KRA) Intelligence hoy don't leave, understanding don't fail ǃ.",1,1,1.3,-0.95331115,1.9283688
19864,"Translation: When among the crows, caw as the crows do.",1,1,1.3,0.077024825,-4.3544517
19865,Msinji ukiinama hauna nguvu; usiushtaki ukuta ukianguka. A foundation that is not level is not strong; don't blame the wall if it falls down. [11].,1,1,1.3,1.9183738,5.958412
19866,"Всяк кули́к своё боло́то хва́лит. Transliteration: Vsyak kulik svoyo boloto khvalit. Translation: Every sandpiper praises his own swamp. Meaning: Everyone praises their own work (or possession), no matter how inferior it is. Every cook praises his own broth.",1,1,1.3,-1.831259,-5.297478
19867,Translation: Hell is full of good intentions.,1,1,1.3,0.7371693,-5.217334
19868,der Weg zur Hölle ist mit guten Vorsätzen gepflastert.,1,1,1.3,1.5984049,8.585302
19869,The child went with washing water .,1,1,1.3,6.5182376,4.8527665
19870,"Ne Arap'ın zekeri, ne Şam'ın şekeri. Neither the Arab's penis, nor sweets of Damascus. Want none of it/that.",1,1,1.3,2.205941,2.3620985
19871,Translation: Money cannot buy happiness.,1,1,1.3,0.05196442,-5.4110546
19872,"Da chi ti dona, guardati.",1,1,1.3,-4.0380607,10.340558
19873,The ill year comes in swimming.,1,1,1.3,-0.76062536,5.3817887
19874,Service de grands nâest pas hÃ©ritage.,1,1,1.3,-4.584767,6.366305
19875,A man that talks too much accomplishes little.,1,1,1.3,-2.565021,2.7714462
19876,Bad hearing is a good helper .,1,1,1.3,0.8545243,0.73836154
19877,Barking dogs never bite. The danger in France.,1,1,1.3,0.11262414,3.3582392
19878,Translation : The pestle which the mother-in-law used and her gold necklace should go to the eldest daughter-in-law.,1,1,1.3,-0.46104014,-4.414917
19879,you die of sickness or of love.,1,1,1.3,4.5818453,5.331846
19880,"고래 싸움에 새우등 터진다 Transliteration: Gorae ssaum-e saeudeung teojinda. When whales fight, shrimps get their back broken. As quoted in What Americans Need to Know About Korea (2013), by Mark A. Peterson.",1,1,1.3,-2.9347558,-5.8423147
19881,Dallâunghia si conosce il leone.,1,1,1.3,-3.6327758,9.264829
19882,"ude godt, men hjemme bedst.",1,1,1.3,0.9565138,8.632719
19883,"The salvation of the world depends on the men who will not take evil good - humouredly , and whose laughter destroys the fool instead of encouraging him.",1,1,1.3,4.5157046,3.0807023
19884,Kun alun kuulie nil lopun arvaa. (Hollola) (PLK) When you hear the beginning you'll guess the rest.,1,1,1.3,-0.68298084,0.98941016
19885,Syöttiä pajuköyttä. (Hollola) (PLK) Feeding willow rope. - (Is lying ).,1,1,1.3,-0.7251718,0.81846315
19886,"for that sort of charity which not only begins at home,.",1,1,1.3,1.3680656,3.693194
19887,Flowers are good listeners .,1,1,1.3,0.94959587,1.0145755
19888,"Хлеб-соль ешь, а правду-матку режь. Transliteration: Khleb-sol' yesh, a pravdu-matku rezh. Translations: Eat bread and salt, cut the mother truth Meaning: Tell truth in any circumstances.",1,1,1.3,-2.1665998,-5.136187
19889,"A chi compra non bastan centâocchi, e Ã chi vende ne basta.",1,1,1.3,9.977724,1.8736912
19890,"If you have money to throw away, then set on workmen.",1,1,1.3,4.6140447,5.3401237
19891,Translation: Self is the best farmhand.,1,1,1.3,0.18091251,-5.000992
19892,Translation: A clean conscience is the best pillow.,1,1,1.3,0.12605841,-4.9234366
19893,"February jingles, March shows ground , April thuds.",1,1,1.3,0.8408222,8.037165
19894,"from Alfonso, king of Castile, in reward for his services,.",1,1,1.3,2.5080237,0.123015694
19895,Ei okkam mikiän öylösen terrim poika. (Hollola) (PLK) Isn't a fledgling of yesterday 's grouse.,1,1,1.3,-0.69850475,0.8291808
19896,Cahden Cauppa; Colmannen ei mitän. (WST) Business between two: the third gets nothing.,1,1,1.3,4.328377,4.2777543
19897,"Ei ole synti olla savolainen, mutta se on iso häpeä. (Hollola) (KNM) It's not a sin to be a Savonian, but it's a big shame .",1,1,1.3,-0.59890825,1.7742375
19898,Kahtoo ku apina rusinapuusta. (Kainuu) (SMS) Stares like a monkey from the raisintree.,1,1,1.3,2.5860877,-0.20254833
19899,"Per amistÃ conservare, muri bisogna piantare.",1,1,1.3,-2.610567,9.303607
19900,Piip ligem kui naine. (EVS) Pipe is nearer to woman .,1,1,1.3,2.7567315,7.108161
19901,Rolls like a fart in leather trousers .,1,1,1.3,7.3709493,2.648409
19902,"Se se kauheeta on, ku äly lähtee ja pää jää. (Nokia, Tavastia) (KNM) That's terrible when intelligence goes and the head stays.",1,1,1.3,-0.32270527,2.1642194
19903,Longue demeure fait changer ami.,1,1,1.3,-2.069051,7.2364693
19904,"Meaning: Some tasks are as impossible as catching crabs on a mountain, emphasizing their inherent impracticality due to their nature.",1,1,1.3,-7.0584197,12.883008
19905,"Transliteration: Bǎojiàn fēng cóng mólì chū, méihuā xiāng zì kǔhán lái.",1,1,1.3,-3.3102458,-6.1005507
19906,Mai noho a hele kikaha aku. Don't walk hither and yon.,1,1,1.3,5.545212,6.4317703
19907,Spesso i doni sono danni.,1,1,1.3,-1.5054018,8.932144
19908,"Ei kipu, mutta se häpeä. (Alahärmä, Southern Bothnia) (MMT) Not the pain , but the shame .",1,1,1.3,-1.3429471,1.4608192
19909,On se soÃ»le bien de manger tartes.,1,1,1.3,-3.1036797,7.147246
19910,"BenchÃ¨ la bugia sia veloce, la veritÃ lâarriva.",1,1,1.3,-3.4902382,9.198055
19911,"arvaa oma tilasi, anna arvo toisellekin.",1,1,1.3,-0.33277556,8.538142
19912,Öö ei ole kellegi sõber. (EVS) Night is nobody's friend .,1,1,1.3,4.407495,10.809127
19913,Source: Industria . 1970.,1,1,1.3,0.172977,7.866469
19914,Ngọt mật chết ruồi. Translation: You can catch more flies with honey than you can with vinegar.,1,1,1.3,-0.94153935,-5.1924057
19915,"Royal farce a captain's wife is deploring her husband,.",1,1,1.3,1.0808294,6.919363
19916,"नाच न जाने, आँगन ठेढ़ा Literal: Knows no dance, claims the stage is tilted. A bad workman blames his tools. ""A common mistake that people make when trying to design something completely foolproof is to underestimate the ingenuity of complete fools."" Douglas Adams in Mostly Harmless (1992) Source: Hindi Proverbs, Popular Sayings, Hindi Kahavat, Kahawat.",1,1,1.3,3.3938236,4.209226
19917,"За что купи́л, за то и продаю́ (, не лю́бо - не слу́шай, а врать не меша́й). Transliteration: Za chto kupil, za to i prodayu (, ne lyubo - ne slushay, a vrat' ne meshay). Translation: I sell it for what I bought it (, if you don't like it, don't listen, but don't hamper [my] lying/telling). Meaning: I don't endorse this message, I'm just telling you what I was told. Don't shoot the messenger.",1,1,1.3,-2.0653367,-5.1194444
19918,"Ско́ро ска́зка ска́зывается, да не ско́ро де́ло де́лается. Transliteration: Skoro skazka skazyvayetsya, da ne skoro delo delaetsya. Translations: A tale is told quickly, but the job is done slowly. Talk is cheap.",1,1,1.3,-2.163202,-5.4793344
19919,"Edsger W. Dijkstra , "" The Humble Programmer "", Communications of the ACM (1972).",1,1,1.3,2.9645169,3.8907049
19920,Uwene ke kolopa. The crow-bar rings sharply. Aapplied to successful effort. [ 1 ].,1,1,1.3,3.1674533,3.9767654
19921,"a thing but there's some truth in it"" (Italian).",1,1,1.3,5.7328777,-2.3597987
19922,"enough if well enough"" (Latin).",1,1,1.3,2.6019568,6.0072784
19923,Turn your tongue seven times before speaking.,1,1,1.3,4.3232255,5.267414
19924,"La satire ment sur les gens de lettres pendant leur vie, et l'éloge ment après leur mort. "" Satire lies about literary men while they live and eulogy lies about them when they die."" Voltaire , Lettre à Bordes (10 January 1769).",1,1,1.3,-2.8942237,6.269391
19925,Swedish equivalent: You don't miss the cow until the barn is empty.,1,1,1.3,-7.273355,-1.8084341
19926,"Kyllä on kakku piältä kaanis, vuan akanoeta sisässä. (Pielavesi, Savonia) (KRA) Or ""Moni kakku päältä kaunis, silkkaa silkkoa sisältä."" ""Many cakes are beautiful on the outside, but are nothing but husks/pettu on the inside."" Note: Silkko is a bread partly made from pettu , a flour substitute used as a last resort against starvation during famines. Meaning: Appearances can be deceptive .",1,1,1.3,-0.4632559,2.054825
19927,Il faut Ãªtre enclume ou marteau.,1,1,1.3,-3.2054071,7.00241
19928,"Ylös, ulos ja lenkille! sano Tarva. (Pieksämäki, Savonia) (RRO) Up, out and for the run ! said Tarva.",1,1,1.3,-0.45701912,2.1450214
19929,Il nây a si bel acquÃªt que le don.,1,1,1.3,-4.3853335,6.5227237
19930,"Astoari ezin mendeka, mendeka albardari. [ 1 ] Translation: Not able to take revenge on the donkey, take it out on the saddle.",1,1,1.3,-0.28094465,-4.7787566
19931,Latin equivalent: Time discloses the truth.,1,1,1.3,-7.3406887,-1.8745382
19932,"Любо́вь зла́, полю́бишь и козла́. Transliteration: Lyubov' zla, polyubish i kozla. Translation: love's evil, you'll love even a goat. Love is blind.",1,1,1.3,-2.0890217,-5.495062
19933,"У ба́бы во́лос до́лог, да ум ко́роток. Translitertion: U baby volos dolog, da um korotok. Translation: A woman's hair is long, and her mind short.",1,1,1.3,-2.0778742,-5.5160236
19934,"Of judgment every one has a stock for sale"" (Italian).",1,1,1.3,5.672191,-2.3121338
19935,"Il mondo sta con tre cose: fare, disfare, e dare ad intendere.",1,1,1.3,-3.1646314,9.602289
19936,"So much does one shout ""Christmas"" that at last it comes!",1,1,1.3,-0.7578158,5.442201
19937,Stares like a monkey from the raisintree.,1,1,1.3,2.6944377,-0.21216227
19938,Faint heart ne'er won fair maid.,1,1,1.3,-3.0279946,7.118295
19939,"sucks up, he who lies still dries up.",1,1,1.3,1.7508956,4.542368
19940,"por fora, bela viola; por dentro, pão bolorento.",1,1,1.3,0.07811574,5.4541097
19941,Even the good horse gets tired .,1,1,1.3,0.8819534,0.7861622
19942,"В гостя́х хорошо́, а до́ма лу́чше. Transliteration: V gostyakh khorosho, a doma luchshe. Translation: Visiting is good, but home is better. East or West - home is best.",1,1,1.3,-2.1172712,-5.514788
19943,Cabbage for cabbage.,1,1,1.3,0.29126412,5.2446413
19944,Literally: Patience is the mother of knowledge.,1,1,1.3,2.277274,1.8450446
19945,stable after the horses are taken.,1,1,1.3,4.04374,3.4134264
19946,До́брое сло́во и ко́шке прия́тно. Transliteration: Dobroye slovo i koshke priyatno. Translation: Even a cat appreciates kind word[s].,1,1,1.3,-2.0975592,-5.5152946
19947,"An harmless-appearing confidant can bring down Lanka (a then very prosperous city with probably smaller territory from Hindu mythology, today known by name of country called Srilanka).",1,1,1.3,2.37121,0.2726413
19948,English equivalentː Not every ball hits.,1,1,1.3,-7.359464,-1.8883803
19949,"Luonto se on, joka tikanpojan puuhun vetää. (Pudasjärvi, Northern Bothnia) (KRA) It's the nature that draws the woodpecker's fledgling to the tree .",1,1,1.3,-1.3327113,1.4753319
19950,saints who go to church.,1,1,1.3,1.6369572,4.7263374
19951,Plumer lâoie sans la faire crier.,1,1,1.3,-3.7075372,6.7859693
19952,"Ti agsíli magasángan, ket ti agiggém ti bánga maugingan. He who eats chili gets burned and he who touches the pot gets charcoal on his hands. Ibid.",1,1,1.3,1.7681732,4.600633
19953,"Look round the habitable world: how few Know their own good, or knowing it, pursue.",1,1,1.3,1.7357109,5.398382
19954,"Täna kümme paari härgi, homme ei ühtki. (EVS) Ten pairs of oxen today, not a single one tomorrow.",1,1,1.3,1.3514805,5.7951593
19955,"For myki Raad er Uraad. ""Advice is given freely because so much of it is worthless."" James Geary, American journalist, writer, and aphorist; as quoted from James Geary's website, ""My Aphorisms"" section von Düringsfield, Ida; von Düringsfield, Otto (1875). ""235, Rath"" (in German). Sprichwörter der germanishcen und romanischen Sprachen Vergleichend . II . pp. 131-132.",1,1,1.3,2.8028169,7.7414722
19956,Siin on kans yks Jumalam mielharmi. (Hollola) (PLK) There's one of God's favourite harms .,1,1,1.3,-0.7599534,0.85297745
19957,"Uray isubsúbomon, mateppáyto láeng. Even if you put it in your mouth, it can fall out (it is not unconditionally yours) Ibid.",1,1,1.3,4.853403,5.6931443
19958,"Qui sâattend Ã lâÃ©cuelle dâautrui, dÃ®ne souvent par câoe]ur.",1,1,1.3,-4.3243837,6.4303036
19959,Avoid purchase like a gift..,1,1,1.3,8.479864,6.997648
19960,"Kyl on oksan ottajia, jos on puun kaatajia. (Hyppälä, Karelia) (MSA) ""Always exist branch grabbers, when exist tree fellers."" Translation: ""If there is someone to fell the tree, there shall be no shortage of those willing to hold a branch to help."" Notes: This is a disparaging saying about those who are all too willing to participate in sharing credit for a major undertaking by someone else.",1,1,1.3,3.5803783,4.3753886
19961,Translation: One [should] count chicks in autumn.,1,1,1.3,-0.13273749,-5.1485133
19962,Il nâest pire eau que lâeau qui dort.,1,1,1.3,-5.0056634,6.252487
19963,"Rauha maassa ja Molotohvi Moskovassa. (Muuruvesi, Savonia) (RRO) Peace on earth and Molotov in Moscow .",1,1,1.3,-0.5882433,2.2121673
19964,"Älä sure mumman kuolemaa, mumma on taivahas voileipä käres! (Southern Bothnia) (SMS) Don't mourn granny's death , granny is in heaven a sandwich in her hand !",1,1,1.3,-0.9453416,1.9514829
19965,"his work, exclaiming with great magnanimity,.",1,1,1.3,6.4070716,4.7348576
19966,"Life imitates art. ""Play! Invent the world! Invent reality!"" Vladimir Nabokov , in Look at the Harlequins! (1974) Bloom, H. (2007). Arthur Miller , Bloom's Literary Criticism.",1,1,1.3,2.4213676,4.0111446
19967,Avoid yowl till you're hit..,1,1,1.3,8.396847,6.9379525
19968,"On ku juosten kustu. (Tampere, Tavastia) (RRO) Is like peed on the run. Notes: Used when something is done in a sloppy manner .",1,1,1.3,-2.4774652,0.7379575
19969,"work and no play, we are that people. 'They took.",1,1,1.3,2.0370762,3.9923186
19970,"All work and no play makes Jack a dull boy. ""The NET is a waste of time, and that's exactly what's right about it."" William Gibson Title of an article for New York Times Magazine (14 July 1996). Mieder, Wolfgang; Kingsbury, Stewart A.; Harder, Kelsie B. (1992). A Dictionary of American proverbs . pp. 710. , p. xxiv.",1,1,1.3,6.796171,0.37799388
19971,One bitten by a snake for a snap dreads a rope for a decade.,1,1,1.3,0.38780454,5.1611385
19972,"Home, dear home, small as thou art, to me thou.",1,1,1.3,-0.22474945,7.406687
19973,returns to oneâs first love.,1,1,1.3,2.2134826,6.826141
19974,He who chooses takes the worst.,1,1,1.3,3.9197543,1.4683689
19975,great love there is great pain.,1,1,1.3,0.6082518,3.7818043
19976,"Joulu juhlista jaloin. (Piippola, Northern Bothnia) (KRA) Christmas the noblest of the festivities .",1,1,1.3,-1.3063068,1.490368
19977,"of Europe. ""A wet August never brings dearth.",1,1,1.3,0.12310973,3.3827596
19978,Angry like a dog with fleas .,1,1,1.3,7.419636,2.865961
19979,"Myron Steves, 103 Year Old Man Gives His Last Piece Of Advice! -CTE Talks Life! (2017).",1,1,1.3,2.5944474,7.042857
19980,"Hiljaa lapset, kun isä tekee lapsia! (Mynämäki, Varsinais-Suomi) (RRO) Keep quiet children , while daddy makes children!",1,1,1.3,-0.14867184,2.520146
19981,"В нога́х правды не́т. Transliteration: V nogakh pravdy net. Translation: There is no truth in feet. Meaning: Take a seat, please.",1,1,1.3,-2.1799786,-5.152876
19982,Tutto il cervello non Ã¨ in una testa.,1,1,1.3,-5.2992244,9.509919
19983,Ei suu kulu suurelles eikä käsi kättä antais. (Satakunta) (SMS) The mouth doesn't wear out by kissing nor the hand by shaking hands.,1,1,1.3,0.043664508,-0.17395486
19984,Avoid judge a book by its cover; Never judge by appearances..,1,1,1.3,8.443835,6.9416437
19985,Рыба́к рыбака́ ви́дит издалека́. Transliteration: Rybak rybaka vidit izdaleka. Translation: A fisherman can tell another fisherman from afar. It takes one to know one. Mockery: Дурак дурака видит издалека. (A fool can tell another fool from afar.).,1,1,1.3,-1.9572803,-5.321628
19986,"Benjamin Franklin , Poor Richard's Almanack (1735 edition), ""October.",1,1,1.3,0.4938385,8.151021
19987,Translation: A spooked crow is afraid of a bush (a carriage [wheel's] squeak/its own shadow).,1,1,1.3,-0.2224705,-4.768536
19988,"Closest ""Still water runs deep.",1,1,1.3,1.8797734,8.981992
19989,Na manu kolea kau ahua. Birds of a feather flock together. [ 1 ].,1,1,1.3,2.0220551,1.851704
19990,"Painu se Titanikkii. (Paltamo, Kainuu) (SPS) Even the Titanic sank.",1,1,1.3,2.6664727,3.6242137
19991,"commission into Kent, to try out, if it might be, what.",1,1,1.3,2.2429523,6.5928483
19992,E meglio esser capo di gatto che coda di leone.,1,1,1.3,-3.7307916,9.809646
19993,"Akka on kohtu, akka on hauta. (Ähtäri) (KRA) Woman is a womb, woman is a grave .",1,1,1.3,-0.3948738,2.1944046
19994,Translation: Don't cross the stream to get water.,1,1,1.3,-0.771787,-5.6877623
19995,Aspetta il porco alla quercia.,1,1,1.3,-2.9981217,9.3417
19996,"Literal translation: "" Disappears like a fart into Sahara.",1,1,1.3,-0.47791117,-4.9184203
19997,"Note: Mertvago translates this as ""Good will and welcome are the best cheer,"" but the literal definition is closer to the original translation.",1,1,1.3,-0.079848975,-4.6455946
19998,the comprehensiveness of this second proposition: it.,1,1,1.3,3.0662532,4.084465
19999,"الوقت كالسيف إن لم تقطعه قطعك Translation: Time is like a sword; if you don't cut it it'll cut you. ""The problem with the future is that it keeps turning into the present"" Bill Watterson , Calvin and Hobbes (1985) Manṣūr, ʻAbd al-Fattāḥ (1987). Mudhakkirāt kāìn maḥmūm .",1,1,1.3,-0.6262544,-4.304963
20000,"Ke hui nei kalo i ka nawao. The eatable of the worthless taro are mixed; Hence, good and evil joined. [ 1 ].",1,1,1.3,1.2192732,1.2430468
20001,A man may bear till his back breaks.,1,1,1.3,2.2462573,5.537388
20002,"На миру́ и смерть красна́. Transliteration: Na miru i smert' krasna. Translation: With company, even death loses its sting.",1,1,1.3,-2.0719666,-5.51914
20003,a very proud horse that will not carry his oats.,1,1,1.3,5.250099,2.978117
20004,"Ti bassít a káyo nalaká a lintegén, ngem no dakkél narigáten. A young tree is easy to straighten, but when it's big it is difficult. ""PHILIPPINE PROVERBS"" , Center for Southeast Asian Studies, Northern Illinois University .",1,1,1.3,1.1461933,7.0575037
20005,"Укоро́тишь – не воро́тишь. Transliteration: Ukorotish - ne vorotish. Translations: If you cut [it], you won't get it back.",1,1,1.3,-2.0935793,-5.424694
20006,"thought of it. They thought it a handsome, well-fitting.",1,1,1.3,2.578789,5.982371
20007,"die Kleinen hängt man, die Großen lässt man laufen.",1,1,1.3,2.9872258,7.4449353
20008,Bad luck comes in threes.,1,1,1.3,-0.8160287,5.4105625
20009,ne vous attendez pas Ã la retrouver demain.,1,1,1.3,-2.9767332,6.9243574
20010,Liukas kum papin kulli. (Hollola) (PLK) Slippery like the priest 's dick.,1,1,1.3,-2.5809832,0.121603034
20011,Del senno di poi Ã¨ piena ogni fossa.,1,1,1.3,-3.1703281,9.52352
20012,"Se on vanha Härmän laki, josta ei tykätä, se tapethan . (Southern Bothnia) (SMS) It's the old law of Härmä, the one you don't like will be killed .",1,1,1.3,-2.4920545,1.2139825
20013,even the weakest or most submissive to desperation.,1,1,1.3,2.9445102,3.987601
20014,"A French proverb declares, with a still bolder figure,.",1,1,1.3,7.2008004,-0.022323562
20015,"The tragedy of marriage is that while all women marry thinking that their man will change, all men marry believing their wife will never change.",1,1,1.3,5.263935,2.8475046
20016,"La faim regarde Ã la porte de lâhomme laborieux, mais elle.",1,1,1.3,-3.9060757,6.928282
20017,"supplement thereunto: it is this. Time out of mind,.",1,1,1.3,1.0286192,3.9941344
20018,"The beast dead, the venom is.",1,1,1.3,3.5613475,2.8829453
20019,The same fire purifies gold and consumes straw.,1,1,1.3,3.3049302,5.058216
20020,A bellyful is a bellyful.,1,1,1.3,1.0192901,6.7923164
20021,"Translation: God knows the truth, but will not tell it soon.",1,1,1.3,0.039780952,-4.4260325
20022,Good wine needs no sign.,1,1,1.3,0.93044233,0.6477893
20023,"Chi niente dice, mai non mente.",1,1,1.3,9.909787,1.8190875
20024,"Joka kuuseen kurkottaa, se katajaan kapsahtaa. ( Kalevala ) ""Who reaches for the spruce, falls down onto the juniper."" Translation: ""If you reach for something that is far too good for you, it is not going to end well.",1,1,1.3,0.61011356,4.773031
20025,"Prefer one hazel grouse in the bag, over ten on the branch..",1,1,1.3,7.916884,5.510694
20026,"It seems that perfection is attained not when there is nothing more to add, but when there is nothing more to remove.",1,1,1.3,0.8937145,3.7514467
20027,"gentlemen in the adage, ""He that finds fault would.",1,1,1.3,1.2173967,2.8272328
20028,You must not throw stones into your neighbourâs garden.,1,1,1.3,4.9411354,5.7762637
20029,There are more ways to the wood than one.,1,1,1.3,2.9819334,1.4793504
20030,does not cure the wound.,1,1,1.3,0.72957766,-0.6310612
20031,"superior court, and did not try cases of minor importance.",1,1,1.3,2.9051042,5.795702
20032,"В дождь избы́ не кро́ют, а в вёдро и сама́ не ка́плет. Transliteration: V dozhd' izby ne kroyut, a v vyodro i sama ne kaplet Translation: When it's raining one won't [fix the] roof [of] the cottage, and when it's clear and sunny the roof isn't leaking. Meaning: Lazy people always find excuses to delay their job.",1,1,1.3,-2.116464,-5.1065283
20033,handsome when he was young.,1,1,1.3,2.220904,2.728851
20034,Red house and a potato patch.,1,1,1.3,3.2977874,5.996479
20035,"ken our fashion—foster the guest that comes, further.",1,1,1.3,1.67343,3.3188746
20036,"Jensen (1897) explained: ""Spare the rod and spoil the child.",1,1,1.3,3.2464259,4.9488134
20037,Ognun tira lâacqua al suo molino.,1,1,1.3,-3.8477607,9.188439
20038,Equivalent English proverb: Any port in a storm.,1,1,1.3,-7.3996935,-1.9412624
20039,"Všade dobre, doma najlepšie. Translation: Good everywhere, the best at home. Meaning: ""No place feels as good as home.",1,1,1.3,0.666815,-5.0492277
20040,A good name is the best of all treasures. Literally: Better poor in honor than rich in shame.,1,1,1.3,0.23762803,0.37359524
20041,"Becik ketitik, ala ketara. “Outgrow kindness due to one mistake.",1,1,1.3,1.2894868,5.690961
20042,Ajining awak ana ing tumindak. “Respect yourself and others will respect you.,1,1,1.3,5.2181315,4.4594684
20043,OÃ¹ il nây a rien le roi perd ses droits.,1,1,1.3,-4.0957127,6.4125175
