people,saying,original,english_equivalent,source_title,source_url
Latin,"Sloman, Arthur (1928).",,"Sloman, Arthur (1928).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""That your sleeping hour be peaceful, let your dining hour be brief!"" (.","Ut sis nocte levis, sit cena brevis!","""That your sleeping hour be peaceful, let your dining hour be brief!"" (",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Translation: ""That your sleeping hour be peaceful, let your dining hour be brief!"" (.",,"Translation: ""That your sleeping hour be peaceful, let your dining hour be brief!"" (.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""Beautiful women and wine are sweet venom."".",Uxor formosa et vinum sunt dulcia venena.,"""Beautiful women and wine are sweet venom.""",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "Beautiful women and wine are sweet venom.".,,Translation: "Beautiful women and wine are sweet venom.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Beudel, Paul (1911).",,"Beudel, Paul (1911).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Variety is the spice of life.,Varitatio delectat,Variety is the spice of life.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Variety is the spice of life.,,English equivalent: Variety is the spice of life.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Empty vessels make the greatest sound.,Vasa inania multum strepunt.,Empty vessels make the greatest sound.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Empty vessels make the greatest sound.,,English equivalent: Empty vessels make the greatest sound.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"von Düringsfeld,, Ida; von Reinsberg-Düringsfeld, Otto freiherr (1875).",,"von Düringsfeld,, Ida; von Reinsberg-Düringsfeld, Otto freiherr (1875).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,It is not the hen that cackles the most that lay the most eggs.,Vasa vana plurimum sonant,It is not the hen that cackles the most that lay the most eggs.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: It is not the hen that cackles the most that lay the most eggs.,,English equivalent: It is not the hen that cackles the most that lay the most eggs.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Macdonnel, David Evans (1869).",,"Macdonnel, David Evans (1869).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Go with the flow.,"Ventis secundis, tene cursum.",Go with the flow.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Go with the flow.,,English equivalent: Go with the flow.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Water shapes its course according to the nature of the ground over which it flows. Let your methods be regulated by the infinite variety of circumstances.".,,Water shapes its course according to the nature of the ground over which it flows. Let your methods be regulated by the infinite variety of circumstances.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Tzu, Sun (̃¨ 400 B.C).",,"Tzu, Sun (̃¨ 400 B.C).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Mesiah, Leza M. (2007).",,"Mesiah, Leza M. (2007).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Words instruct, illustrations lead.","Verba docent, exempla trahunt.","Words instruct, illustrations lead.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Translation: Words instruct, illustrations lead.",,"Translation: Words instruct, illustrations lead.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Rautenberg, Wolfgang (2009).",,"Rautenberg, Wolfgang (2009).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Words are fleeting; writing remains.,"Verba volant, scripta manent.",Words are fleeting; writing remains.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: Words are fleeting; writing remains.,,Translation: Words are fleeting; writing remains.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Gerhart, Eugene C. (1998).",,"Gerhart, Eugene C. (1998).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,The apple does not fall far from the tree.,"Verit eo caudam, qua decidit arbore, malum.",The apple does not fall far from the tree.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: The apple does not fall far from the tree.,,English equivalent: The apple does not fall far from the tree.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Children observe daily and — in their behaviour — often follow the example of their parents.".,,Children observe daily and — in their behaviour — often follow the example of their parents.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Truth creates hatred. (.,Veritas odium paret,Truth creates hatred. (,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: Truth creates hatred. (.,,Translation: Truth creates hatred. (.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Sacul, Snofla (2011).",,"Sacul, Snofla (2011).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,The truth will set you free.,Veritas vos liberabit,The truth will set you free.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: The truth will set you free.,,Translation: The truth will set you free.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"R. Stone, Jon (2013).",,"R. Stone, Jon (2013).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Time discloses the truth.,Veritatem dies aperit.,Time discloses the truth.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: Time discloses the truth.,,Translation: Time discloses the truth.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Truth conquers all.,Vincit omnia veritas.,Truth conquers all.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: Truth conquers all.,,Translation: Truth conquers all.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Stone, Jon R. (1996).",,"Stone, Jon R. (1996).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Persevere and never fear.,Vincit qui patitur.,Persevere and never fear.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Persevere and never fear.,,English equivalent: Persevere and never fear.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Olive Emmons, Mary (2009).",,"Olive Emmons, Mary (2009).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,He who fights and runs away may live to fight another day.,Vir fugiens et denuo pugnabit.,He who fights and runs away may live to fight another day.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: He who fights and runs away may live to fight another day.,,English equivalent: He who fights and runs away may live to fight another day.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,It is wiser to withdraw from a situation that you cannot win than to go on fighting and lose – by a strategic retreat you can return to the battle or argument with renewed energy at a later date.".,,It is wiser to withdraw from a situation that you cannot win than to go on fighting and lose – by a strategic retreat you can return to the battle or argument with renewed energy at a later date.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Vita brevis, ars longa.",,"Vita brevis, ars longa.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English meaningː Life is short; art is long.,,English meaningː Life is short; art is long.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,It is to live twice to be able to enjoy the retrospect of your past life.,"Viveri bis, vitâ posse priori frui.",It is to live twice to be able to enjoy the retrospect of your past life.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: It is to live twice to be able to enjoy the retrospect of your past life.,,Translation: It is to live twice to be able to enjoy the retrospect of your past life.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Virtue survives the grave.,Vivit post funera virtus.,Virtue survives the grave.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: Virtue survives the grave.,,Translation: Virtue survives the grave.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Henry Thomas Riley (1856).,,Henry Thomas Riley (1856).,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"A fox can change its fur, not its behavior.","Vulpes pilum mutat, non mores!","A fox can change its fur, not its behavior.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Translation: A fox can change its fur, not its behavior.",,"Translation: A fox can change its fur, not its behavior.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent A leopard won't change its spots.,,English equivalent A leopard won't change its spots.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Latin for All Occasions, by Henry Beard.",,"Latin for All Occasions, by Henry Beard.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Medieval Latin proverbs.,,Medieval Latin proverbs.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Latin Via Proverbs: 4000 Proverbs, Mottoes and Sayings for Students of Latin.",,"Latin Via Proverbs: 4000 Proverbs, Mottoes and Sayings for Students of Latin.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Arabic,If a falcon hunts mice he is worthless.,,If a falcon hunts mice he is worthless.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"Islam, A Way of Life.",,"Islam, A Way of Life.",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"Quoted in Carol Bardenstein,.",,"Quoted in Carol Bardenstein,.",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,The food of the lion (causes) indigestion to the wolf.,,The food of the lion (causes) indigestion to the wolf.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,As quoted in.,,As quoted in.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,The remedy is often worse than the disease; Burn not your house to rid it of the.,The remedy may be worse than the,The remedy is often worse than the disease; Burn not your house to rid it of the,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,English equivalent: The remedy is often worse than the disease; Burn not your house to rid it of the.,,English equivalent: The remedy is often worse than the disease; Burn not your house to rid it of the.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Action taken to put something right is often more unpleasant or damaging than the original problem.".,,Action taken to put something right is often more unpleasant or damaging than the original problem.".,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Martin H. Manser (2007).,,Martin H. Manser (2007).,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"Atmaram Sadashiv, G. Jayakar (1900).",,"Atmaram Sadashiv, G. Jayakar (1900).",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,He with no ears gets the earrings !,,He with no ears gets the earrings !,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"Quoted in Bardenstein (2005), p. 66.",,"Quoted in Bardenstein (2005), p. 66.",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"When suitors came asking for her hand, she played hard-to-get, when they all left her, she regretted it.",,"When suitors came asking for her hand, she played hard-to-get, when they all left her, she regretted it.",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,A lie has short legs.,حبل الكذب قصير,A lie has short legs.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Translation: The rope of lying is short.,,Translation: The rope of lying is short.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,English equivalent: A lie has short legs.,,English equivalent: A lie has short legs.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"And, after all, what is a lie? 'Tis but.",,"And, after all, what is a lie? 'Tis but.",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"Katibah, Habib Ibrahim (1940).",,"Katibah, Habib Ibrahim (1940).",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Every faller has a catcher.,كل ساقط له لاقط,Every faller has a catcher.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Translation: Every faller has a catcher.,,Translation: Every faller has a catcher.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"حسن, دين، محمد علي (2011).",,"حسن, دين، محمد علي (2011).",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Fight fire with fire.,لا يفل الحديد إلا الحديد,Fight fire with fire.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Translation: Only iron strikes iron.,,Translation: Only iron strikes iron.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,English equivalent: Fight fire with fire.,,English equivalent: Fight fire with fire.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Time is like a sword; if you don't cut it it'll cut you.,الوقت كالسيف إن لم تقطعه قطعك,Time is like a sword; if you don't cut it it'll cut you.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Translation: Time is like a sword; if you don't cut it it'll cut you.,,Translation: Time is like a sword; if you don't cut it it'll cut you.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,The problem with the future is that it keeps turning into the present".,,The problem with the future is that it keeps turning into the present".,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"Manṣūr, ʻAbd al-Fattāḥ (1987).",,"Manṣūr, ʻAbd al-Fattāḥ (1987).",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,He came back empty-handed.,رجع بخفي حنين,He came back empty-handed.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Translation: He came back empty-handed.,,Translation: He came back empty-handed.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,رجع بخفي حنين - الحكمة.,,رجع بخفي حنين - الحكمة.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,[He has] The length of a palm tree but the brain of a goat.,الطول طول نخلة والعقل عقل سخلة,[He has] The length of a palm tree but the brain of a goat.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Translation: [He has] The length of a palm tree but the brain of a goat.,,Translation: [He has] The length of a palm tree but the brain of a goat.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"فوزية, دريع، (2008).",,"فوزية, دريع، (2008).",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Too many cooks spoiled the broth.,إلى كثروا الرعيان ضاعت الغنم,Too many cooks spoiled the broth.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,If the herders are a lot the sheep will get lost.,,If the herders are a lot the sheep will get lost.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,English equivalent: Too many cooks spoiled the broth.,,English equivalent: Too many cooks spoiled the broth.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,There may not be that natural connection and unity so essential to any production of merit.".,,There may not be that natural connection and unity so essential to any production of merit.".,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"Porter, William Henry (1845).",,"Porter, William Henry (1845).",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,انا اخبر بشمس بلديي.,,انا اخبر بشمس بلديي.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,I best know the sun of my own country.,,I best know the sun of my own country.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"Arabic Proverbs: Or, The Manners and Customs of the Modern Egyptians.",,"Arabic Proverbs: Or, The Manners and Customs of the Modern Egyptians.",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,He who doesn't know the falcon roasts it.,اللي مايعرف الصقر يشويه,He who doesn't know the falcon roasts it,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Translation: He who doesn't know the falcon roasts it.,,Translation: He who doesn't know the falcon roasts it.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"Nawfal, Yūsuf Ḥasan (1981).",,"Nawfal, Yūsuf Ḥasan (1981).",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Sell not the bear's skin before you have caught him.,لا تقول بـُر ليـن توكيــه,Sell not the bear's skin before you have caught him.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Translation: Don't say its wheat until you harvest it.,,Translation: Don't say its wheat until you harvest it.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,English equivalent: Sell not the bear's skin before you have caught him.,,English equivalent: Sell not the bear's skin before you have caught him.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Meaning: "Do not plan too far ahead and do not be too optimistic. One cannot be sure of the success of a job until it is completed. Unforeseen unfavourable developments can never be excluded.".,,Meaning: "Do not plan too far ahead and do not be too optimistic. One cannot be sure of the success of a job until it is completed. Unforeseen unfavourable developments can never be excluded.".,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Source for meaning of English equivalent:.,,Source for meaning of English equivalent:.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Riches have disclosed in thy character the bad qualities formerly hidden by thy poverty.,,Riches have disclosed in thy character the bad qualities formerly hidden by thy poverty.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,Ouseley (1830).,,Ouseley (1830).,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,I love you so I overlook your defects. I hate you so I magnify your shortcomings.,,I love you so I overlook your defects. I hate you so I magnify your shortcomings.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,English equivalentː Faults are thick where love is thin.,,English equivalentː Faults are thick where love is thin.,Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Arabic,"Furayḥah, Anīs (1953).",,"Furayḥah, Anīs (1953).",Arabic proverbs,https://en.wikiquote.org/wiki/Arabic_proverbs
Spanish,Don't look a gift horse in the mouth.,A caballo regalado no se le mira el diente/colmillo/dentado/pelo,Don't look a gift horse in the mouth.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Don't look a gift horse in the mouth.,,English equivalent: Don't look a gift horse in the mouth.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Do not search for faults in a gift, as in don't try to guess the horse's age by looking at its teeth since it is free."".",,"Do not search for faults in a gift, as in don't try to guess the horse's age by looking at its teeth since it is free."".",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Paczolay, Gyula (1997).",,"Paczolay, Gyula (1997).",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Luna, Cari (2004).",,"Luna, Cari (2004).",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Every dog has his day.,"A cabo de cien años los reyes son villanos, A cabo de ciento-diez los villanos son reyes.",Every dog has his day.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Every dog has his day.,,English equivalent: Every dog has his day.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Mawr, E.B. (1885).",,"Mawr, E.B. (1885).",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,A cada necio agrada su porrada.,,A cada necio agrada su porrada.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalentː Every fool is pleased with his own folly.,,English equivalentː Every fool is pleased with his own folly.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Strauss, Emanuel (1994).",,"Strauss, Emanuel (1994).",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,The bird loves her own nest.,A cada pajarillo agrada su nidillo.,The bird loves her own nest.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: The bird loves her own nest.,,English equivalent: The bird loves her own nest.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Grey hairs are honorable.,A canas honradas no hay puertas cerradas.,Grey hairs are honorable.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Grey hairs are honorable.,,English equivalent: Grey hairs are honorable.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Desperate diseases must have desperate remedies.,"A grandes males, grandes remedios.",Desperate diseases must have desperate remedies.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Desperate diseases must have desperate remedies.,,English equivalent: Desperate diseases must have desperate remedies.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Drastic action is called for – and justified – when you find yourself in a particularly difficult situation.".,,Drastic action is called for – and justified – when you find yourself in a particularly difficult situation.".,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"The sick in soul insist that it is humanity that is sick, and they are the surgeons to operate on it. They want to turn the world into a sickroom. And once they get humanity strapped to the operating table, they operate on it with an ax."".",,"The sick in soul insist that it is humanity that is sick, and they are the surgeons to operate on it. They want to turn the world into a sickroom. And once they get humanity strapped to the operating table, they operate on it with an ax."".",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Source for meaning of English equivalent:.,,Source for meaning of English equivalent:.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Emanuel Strauss (11 January 2013).,,Emanuel Strauss (11 January 2013).,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Leave a jest when it pleases you best.,A la burla dexarla quando mas agrada.,Leave a jest when it pleases you best.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Leave a jest when it pleases you best.,,English equivalent: Leave a jest when it pleases you best.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"von Düringsfield, Ida; von Düringsfield, Otto (1875).",,"von Düringsfield, Ida; von Düringsfield, Otto (1875).",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Opportunity knocks only once.,A la ocasión la pintan calva.,Opportunity knocks only once.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Opportunity knocks only once.,,English equivalent: Opportunity knocks only once.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Third time's the charm.,A la tercera va la vencida.,Third time's the charm.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Third time's the charm.,,English equivalent: Third time's the charm.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,What's done is done. Trim your sails and face the music. Don't cry over spilled milk.,"A lo hecho, pecho.",What's done is done. Trim your sails and face the music. Don't cry over spilled milk.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: What's done is done. Trim your sails and face the music. Don't cry over spilled milk.,,English equivalent: What's done is done. Trim your sails and face the music. Don't cry over spilled milk.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,You must meet roughness with roughness.,"A mal nudo, mal cuño.",You must meet roughness with roughness.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: You must meet roughness with roughness.,,English equivalent: You must meet roughness with roughness.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Strauss, Emanuel (1998).",,"Strauss, Emanuel (1998).",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Beggars can’t be choosers.,"A quien dan, no escoge.’’",Beggars can’t be choosers.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Beggars can’t be choosers.,,English equivalent: Beggars can’t be choosers.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,We must accept with gratitude and without complaint what we are given when we do not have the means or opportunity to provide ourselves with something better.”.,,We must accept with gratitude and without complaint what we are given when we do not have the means or opportunity to provide ourselves with something better.”.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Martin H. Manser (2007).,,Martin H. Manser (2007).,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"He that leaves the highway to cut short, commonly goes about.","A quien deja el camino por el atajo, no le faltarán trabajos.","He that leaves the highway to cut short, commonly goes about.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"English equivalent: He that leaves the highway to cut short, commonly goes about.",,"English equivalent: He that leaves the highway to cut short, commonly goes about.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Flonta, Teodor (2001).",,"Flonta, Teodor (2001).",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"If the shoe fits, wear it.","A quien la pique, que se rasque.","If the shoe fits, wear it.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"English equivalent: If the shoe fits, wear it.",,"English equivalent: If the shoe fits, wear it.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Our enemies will tell the rest with pleasure.".,,Our enemies will tell the rest with pleasure.".,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Bishop Fleetwood, Preface to.",,"Bishop Fleetwood, Preface to.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"A quien madruga, Dios le ayuda.",,"A quien madruga, Dios le ayuda.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,God helps those who get up early. / The early bird gets the worm.,,God helps those who get up early. / The early bird gets the worm.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Initiative will be rewarded.,,Initiative will be rewarded.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Equivalent English proverbs:.,,Equivalent English proverbs:.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Early to bed and early to rise, makes a man healthy, wealthy and wise.",,"Early to bed and early to rise, makes a man healthy, wealthy and wise.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Meaning: "A lifestyle that involves neither staying up late nor sleeping late is good for body and mind and leads to financial success.".,,Meaning: "A lifestyle that involves neither staying up late nor sleeping late is good for body and mind and leads to financial success.".,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Give neither salt nor.,"A quien no pide consejo, darlo es de necios.",Give neither salt nor,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Give neither salt nor.,,English equivalent: Give neither salt nor.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,He that makes himself an ass must not take it ill if men ride him.,A quien se hace de miel las moscas le comen.,He that makes himself an ass must not take it ill if men ride him.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
